"carat","cut","color","clarity","depth","table","price","x","y","z"
0.4,"Ideal","D","VVS1",62.8,57,1279,4.65,4.68,2.93
0.58,"Ideal","I","VS2",62,54,1279,5.35,5.39,3.33
0.5,"Ideal","H","VS2",62.3,54,1279,5.11,5.13,3.19
0.56,"Ideal","F","SI2",61.4,57,1279,5.3,5.33,3.26
0.5,"Premium","D","SI2",62.2,58,1279,5.14,5.08,3.18
0.41,"Ideal","E","VVS1",61.4,57,1279,4.8,4.77,2.94
0.48,"Ideal","F","VS2",62.4,54,1279,5.03,5.03,3.15
0.48,"Premium","F","VS2",61.3,60,1279,5.01,4.97,3.06
0.58,"Ideal","F","SI2",61.8,56,1279,5.42,5.39,3.34
0.53,"Ideal","I","VS2",60.3,60,1279,5.25,5.22,3.16
0.53,"Ideal","F","SI2",63,54,1279,5.24,5.19,3.29
0.5,"Premium","D","SI1",62.5,58,1279,5.06,4.98,3.14
0.5,"Premium","D","SI1",61.3,60,1279,5.15,5.1,3.14
0.5,"Premium","D","SI2",62.1,57,1279,5.12,5.09,3.17
0.57,"Good","F","SI2",61.9,57.7,1280,5.32,5.34,3.3
0.43,"Ideal","G","IF",61.6,57,1280,4.81,4.84,2.97
0.56,"Ideal","J","VS2",61.9,57,1280,5.29,5.31,3.28
0.5,"Good","I","VVS2",64.8,56,1280,4.92,4.99,3.21
0.52,"Premium","F","SI1",61.5,60,1280,5.16,5.15,3.17
0.55,"Premium","G","SI2",61.8,56,1280,5.28,5.23,3.25
0.5,"Fair","G","VS1",67,61,1280,4.97,4.91,3.31
0.52,"Premium","G","SI1",60.7,59,1280,5.22,5.19,3.16
0.5,"Very Good","E","SI1",60.7,59,1281,5.09,5.13,3.1
0.55,"Ideal","I","VS2",61.6,55,1281,5.27,5.29,3.25
0.51,"Ideal","G","SI1",61.6,56,1281,5.19,5.14,3.18
0.51,"Premium","G","SI1",60.9,58,1281,5.21,5.14,3.15
0.52,"Very Good","I","VS1",61.4,57,1282,5.17,5.19,3.18
0.5,"Premium","F","SI1",59.6,60,1282,5.12,5.15,3.06
0.5,"Ideal","F","SI1",62.7,57,1282,5.06,5.09,3.18
0.5,"Ideal","F","SI1",59.9,56,1282,5.09,5.36,3.13
0.5,"Ideal","I","VS1",62.2,55,1282,5.07,5.11,3.16
0.53,"Good","E","SI1",62.6,64,1282,5.13,5.22,3.24
0.53,"Good","H","VS1",57.6,64,1282,5.41,5.36,3.1
0.45,"Premium","E","VS1",60.8,60,1282,4.94,4.9,2.99
0.59,"Very Good","H","SI1",62.8,56,1283,5.35,5.38,3.37
0.53,"Very Good","F","SI1",59.2,59,1284,5.31,5.34,3.15
0.51,"Very Good","E","SI1",61.4,58,1284,5.09,5.14,3.14
0.51,"Very Good","E","SI1",59.4,57,1284,5.2,5.24,3.1
0.51,"Very Good","E","SI1",62.9,55,1284,5.06,5.12,3.2
0.38,"Very Good","F","IF",60.2,58,1284,4.73,4.7,2.84
0.51,"Ideal","G","SI1",63.2,58,1284,5.05,5.08,3.2
0.53,"Ideal","G","SI1",61,56,1284,5.23,5.26,3.2
0.53,"Ideal","F","SI1",61.6,54,1284,5.23,5.25,3.23
0.51,"Ideal","E","SI1",61.2,57,1284,5.14,5.16,3.15
0.52,"Premium","D","SI1",62,60,1284,5.18,5.11,3.19
0.5,"Ideal","F","SI1",59.9,57,1286,5.19,5.16,3.1
0.41,"Premium","D","VS1",59.3,58,1286,4.87,4.85,2.88
0.59,"Very Good","E","SI2",63.8,57,1286,5.31,5.34,3.4
0.43,"Very Good","G","IF",62.7,58,1286,4.8,4.84,3.02
0.53,"Premium","I","VS1",62.3,58,1286,5.18,5.26,3.25
0.53,"Very Good","I","VS1",61.6,56.7,1286,5.18,5.21,3.2
0.5,"Ideal","F","SI1",62.7,56,1286,5.12,5.05,3.19
0.56,"Premium","F","SI2",60.4,60,1286,5.35,5.32,3.22
0.51,"Ideal","F","SI2",61.4,56,1286,5.14,5.18,3.17
0.59,"Ideal","E","SI2",62.2,55,1286,5.38,5.4,3.35
0.5,"Ideal","F","SI1",61,56,1286,5.15,5.17,3.15
0.43,"Ideal","G","IF",61.7,57,1286,4.83,4.86,2.99
0.5,"Good","G","SI1",63.9,57,1286,5.06,5.02,3.22
0.5,"Premium","G","SI1",62.2,60,1286,5.07,5.03,3.14
0.5,"Premium","G","SI1",62.9,59,1286,5.09,5.06,3.19
0.5,"Premium","G","SI1",62.6,56,1286,5.1,5.06,3.18
0.56,"Very Good","H","SI1",63.2,57,1286,5.27,5.23,3.32
0.56,"Premium","H","SI1",61.3,60,1286,5.28,5.23,3.22
0.5,"Good","G","SI1",63.6,55,1286,5.06,5.03,3.21
0.5,"Ideal","G","SI1",62.1,56,1286,5.09,5.05,3.15
0.5,"Very Good","G","SI1",60,63,1286,5.1,5.06,3.05
0.5,"Good","G","SI1",62.5,64,1286,4.99,4.93,3.1
0.5,"Premium","G","SI1",62.8,61,1286,5.01,4.99,3.14
0.5,"Premium","F","SI1",62.7,61,1286,5.07,5.01,3.16
0.5,"Premium","F","SI1",61,60,1286,5.11,5.08,3.11
0.53,"Fair","E","SI1",56.2,64,1286,5.43,5.41,3.05
0.5,"Premium","F","SI1",59.1,58,1286,5.23,5.19,3.08
0.5,"Premium","E","SI2",60.3,60,1286,5.11,5.07,3.07
0.6,"Premium","G","SI1",60.8,58,1286,5.44,5.39,3.29
0.59,"Very Good","J","VS2",61.9,58,1287,5.35,5.38,3.32
0.58,"Good","G","VS2",63.2,58,1287,5.36,5.28,3.36
0.58,"Good","E","SI1",59.3,64,1287,5.48,5.42,3.23
0.56,"Ideal","G","SI1",63,55,1287,5.26,5.22,3.3
0.56,"Premium","G","SI1",61.1,61,1287,5.31,5.29,3.24
0.54,"Ideal","G","SI2",62.7,56,1287,5.23,5.2,3.27
0.51,"Ideal","G","SI1",61.7,58,1287,5.12,5.15,3.17
0.4,"Good","F","VVS1",59.2,64,1287,4.8,4.83,2.85
0.52,"Very Good","I","VVS2",61.9,56,1289,5.16,5.18,3.2
0.5,"Very Good","E","SI1",63.4,55,1289,5.02,5.1,3.21
0.52,"Good","H","VS2",63.7,54,1289,5.09,5.12,3.25
0.52,"Very Good","D","SI2",61.7,56,1289,5.14,5.17,3.18
0.52,"Very Good","H","VS2",62,57,1289,5.08,5.12,3.16
0.52,"Good","H","VS2",63.6,57,1289,5.05,5.1,3.23
0.52,"Very Good","D","SI2",62.9,56,1289,5.14,5.17,3.24
0.52,"Ideal","D","SI2",62.5,56,1289,5.08,5.12,3.19
0.52,"Very Good","D","SI2",62.4,59,1289,5.05,5.15,3.18
0.52,"Good","H","VS2",63.5,58,1289,5.11,5.12,3.25
0.38,"Ideal","D","VVS2",61.2,57,1289,4.66,4.68,2.86
0.38,"Ideal","D","VVS2",60.7,55,1289,4.69,4.71,2.85
0.42,"Ideal","G","IF",61.5,56,1289,4.84,4.85,2.98
0.42,"Ideal","G","IF",61.9,53,1289,4.83,4.87,3
0.42,"Ideal","G","IF",62.6,53,1289,4.79,4.82,3.01
0.42,"Ideal","G","IF",62.3,54,1289,4.82,4.85,3.01
0.42,"Ideal","G","IF",62,53,1289,4.83,4.85,3
0.42,"Ideal","G","IF",62.2,54,1289,4.81,4.84,3
0.33,"Ideal","E","IF",62.1,55,1289,4.43,4.46,2.76
0.39,"Ideal","D","VVS2",61.8,57,1290,4.71,4.67,2.9
0.39,"Premium","F","VVS1",59.7,58,1290,4.75,4.73,2.83
0.52,"Ideal","E","SI2",62.9,56,1290,5.12,5.08,3.21
0.39,"Premium","F","VVS1",62.7,57,1290,4.68,4.64,2.92
0.39,"Premium","D","VVS2",62.9,58,1290,4.66,4.62,2.92
0.39,"Premium","D","VVS2",63,57,1290,4.69,4.65,2.94
0.39,"Premium","D","VVS2",61.1,60,1290,4.7,4.66,2.86
0.39,"Premium","F","IF",58,61,1290,4.83,4.79,2.79
0.62,"Premium","E","SI2",58.6,58,1291,5.58,5.52,3.25
0.43,"Very Good","E","VVS2",59.3,59,1291,4.95,4.97,2.94
0.53,"Very Good","F","SI1",60.9,56,1291,5.21,5.23,3.18
0.46,"Ideal","D","VS2",61.8,56,1291,4.93,4.97,3.06
0.4,"Ideal","E","VS1",61.1,57,1291,4.75,4.78,2.97
0.54,"Ideal","H","SI1",60.6,57,1291,5.28,5.32,3.21
0.64,"Very Good","H","SI2",64.2,58,1292,5.43,5.48,3.5
0.54,"Good","F","SI1",63.3,56,1292,5.21,5.24,3.31
0.54,"Good","G","SI1",63.2,56,1292,5.16,5.19,3.27
0.54,"Very Good","G","SI1",60.3,57,1292,5.24,5.4,3.21
0.54,"Ideal","G","SI1",62.6,57,1292,5.18,5.21,3.25
0.59,"Ideal","H","SI2",61.9,55,1292,5.37,5.39,3.33
0.52,"Ideal","D","SI2",61.9,55,1292,5.16,5.18,3.2
0.52,"Ideal","D","SI2",61.2,57,1292,5.2,5.22,3.19
0.52,"Ideal","D","SI2",61.7,55,1292,5.17,5.2,3.2
0.57,"Ideal","H","SI1",61.8,55,1292,5.31,5.37,3.3
0.57,"Ideal","H","SI1",61.3,54,1292,5.34,5.39,3.29
0.57,"Ideal","H","SI1",61.8,54,1292,5.35,5.37,3.31
0.57,"Ideal","H","SI1",59.3,60,1292,5.44,5.48,3.24
0.4,"Ideal","F","IF",62.3,57,1292,4.69,4.71,2.93
0.37,"Ideal","D","VVS1",62,56,1292,4.6,4.59,2.85
0.5,"Very Good","E","SI1",59.4,60,1293,5.14,5.16,3.06
0.5,"Very Good","E","SI1",63.7,58,1293,5.02,5.06,3.21
0.47,"Good","E","VS1",65.4,56,1293,4.85,4.9,3.19
0.5,"Good","E","SI1",62.5,59,1293,5.04,5.07,3.16
0.52,"Good","D","SI2",63.7,55,1293,5.11,5.1,3.25
0.56,"Fair","H","VS2",52.7,70,1293,5.71,5.57,2.97
0.46,"Premium","E","VS1",62,58,1294,4.95,4.98,3.08
0.59,"Good","I","VS2",63.4,56,1294,5.33,5.37,3.39
0.47,"Good","E","VS2",58.4,60.3,1294,5.08,5.17,3
0.49,"Good","F","VS1",58.5,61.5,1294,5.18,5.21,3.04
0.49,"Good","F","VS1",59.2,60.9,1294,5.08,5.18,3.04
0.32,"Premium","F","VVS1",60.7,58,1294,4.43,4.4,2.68
0.44,"Premium","G","VVS1",60.9,59,1294,4.96,4.9,3
0.44,"Ideal","G","VVS1",61.8,55,1294,4.91,4.86,3.02
0.44,"Ideal","G","VVS1",61.6,56,1294,4.9,4.88,3.01
0.44,"Ideal","D","VS1",62.3,55,1294,4.88,4.84,3.03
0.44,"Ideal","D","VS1",62.3,55,1294,4.88,4.85,3.03
0.48,"Premium","F","VS2",58.7,58,1294,5.22,5.17,3.05
0.48,"Premium","F","VS2",60.1,59,1294,5.12,5.1,3.07
0.23,"Very Good","E","VVS2",63,58,505,3.95,3.99,2.5
0.23,"Very Good","E","VVS2",61.9,57,505,3.91,3.94,2.43
0.23,"Very Good","E","VVS2",62.5,55,505,3.94,3.96,2.47
0.23,"Very Good","E","VVS2",59.3,60,505,4,4.1,2.4
0.23,"Very Good","E","VVS2",59.4,61,505,4.01,4.04,2.39
0.23,"Very Good","E","VVS2",61.6,60,505,3.97,3.99,2.45
0.23,"Very Good","D","VVS2",61.9,60,505,3.9,3.95,2.43
0.23,"Very Good","F","VVS1",63.2,58,505,3.89,3.93,2.47
0.32,"Very Good","G","SI1",62.2,57,505,4.36,4.39,2.72
0.23,"Ideal","F","VVS1",62.4,55,505,3.94,3.95,2.46
0.36,"Ideal","G","SI2",61.4,54,505,4.59,4.66,2.84
0.36,"Ideal","G","SI2",61.1,54,505,4.61,4.65,2.83
0.36,"Ideal","G","SI2",62.3,54,505,4.57,4.61,2.86
0.36,"Ideal","G","SI2",60.7,58,505,4.62,4.64,2.81
0.36,"Ideal","I","SI1",61.3,55,505,4.6,4.64,2.83
0.36,"Ideal","I","SI1",61.7,55,505,4.58,4.62,2.84
0.23,"Good","F","VVS2",62.8,61,505,3.92,3.95,2.47
0.25,"Good","E","VVS2",61.2,62,505,4.04,4.07,2.48
0.23,"Good","E","VVS2",62.2,60,505,3.9,3.94,2.44
0.32,"Premium","H","VS2",61.9,58,505,4.37,4.39,2.71
0.32,"Premium","H","VS2",61,60,505,4.35,4.41,2.67
0.32,"Ideal","I","VS1",62.4,54,505,4.36,4.39,2.73
0.36,"Very Good","H","SI1",63,55,505,4.51,4.54,2.85
0.32,"Very Good","I","VS1",62.6,58,505,4.38,4.4,2.75
0.36,"Good","E","SI2",63.7,54,505,4.52,4.55,2.89
0.32,"Very Good","H","VS2",63,57,505,4.33,4.37,2.74
0.36,"Ideal","H","SI1",61.5,57,505,4.57,4.6,2.82
0.32,"Ideal","H","VS2",62,55,505,4.38,4.4,2.72
0.32,"Premium","H","VS2",61.4,60,505,4.39,4.41,2.7
0.32,"Very Good","H","VS2",62.7,54,505,4.39,4.41,2.76
0.51,"Premium","E","SI2",59.5,60,1294,5.25,5.17,3.1
0.44,"Ideal","D","VS1",61.1,56,1294,4.95,4.91,3.01
0.44,"Ideal","D","VS1",61.3,56,1294,4.92,4.87,3
0.44,"Ideal","D","VS1",61.6,56,1294,4.92,4.85,3.01
0.5,"Very Good","F","SI1",61.4,57,1295,5.08,5.12,3.13
0.55,"Very Good","D","SI2",63.3,56,1295,5.22,5.24,3.31
0.41,"Premium","D","VVS2",62.5,58,1295,4.72,4.75,2.96
0.41,"Ideal","F","VVS1",62.1,57,1295,4.75,4.79,2.96
0.41,"Ideal","F","VVS1",62.3,55,1295,4.74,4.79,2.97
0.41,"Ideal","F","VVS1",61.8,55,1295,4.76,4.78,2.95
0.41,"Ideal","F","VVS1",62.3,57,1295,4.73,4.77,2.96
0.41,"Ideal","F","VVS1",60.3,56,1295,4.8,4.85,2.91
0.41,"Premium","F","VVS1",61.3,59,1295,4.73,4.79,2.92
0.41,"Premium","F","VVS1",61.8,59,1295,4.74,4.77,2.94
0.41,"Ideal","F","VVS1",61.7,57,1295,4.77,4.8,2.95
0.41,"Premium","D","VVS2",61.8,58,1295,4.75,4.79,2.95
0.41,"Ideal","F","VVS1",60.7,56,1295,4.81,4.85,2.93
0.41,"Very Good","F","VVS1",62.1,56,1295,4.78,4.79,2.97
0.41,"Ideal","F","VVS1",62.3,53,1295,4.77,4.8,2.98
0.41,"Ideal","D","VVS2",62.3,57,1295,4.74,4.76,2.96
0.41,"Ideal","D","VVS2",62.1,56,1295,4.76,4.78,2.96
0.41,"Ideal","F","VVS1",62,55,1295,4.74,4.78,2.95
0.41,"Very Good","D","VVS2",61.2,62,1295,4.78,4.82,2.94
0.41,"Ideal","D","VVS2",62.3,55,1295,4.76,4.77,2.97
0.41,"Ideal","F","VVS1",61.9,56,1295,4.77,4.79,2.96
0.41,"Very Good","F","VVS1",58.9,58,1295,4.84,4.87,2.86
0.41,"Ideal","F","VVS1",60.9,56,1295,4.79,4.83,2.93
0.58,"Good","G","SI1",63.5,56,1295,5.28,5.34,3.37
0.41,"Ideal","F","VVS1",61.8,57,1295,4.75,4.79,2.95
0.6,"Ideal","I","SI1",60.7,58,1295,5.43,5.45,3.3
0.56,"Ideal","E","SI2",61.9,55,1296,5.32,5.34,3.3
0.45,"Premium","D","VS1",60.6,59,1297,4.96,4.98,3.01
0.45,"Ideal","G","VVS1",61.7,56,1297,4.93,4.96,3.05
0.45,"Ideal","G","VVS1",61.5,57,1297,4.91,4.95,3.03
0.62,"Ideal","J","VS1",62.3,54,1297,5.46,5.49,3.41
0.55,"Ideal","I","VS1",62.5,57,1297,5.19,5.25,3.26
0.56,"Premium","E","SI2",62.6,59,1297,5.24,5.2,3.27
0.46,"Ideal","D","VS2",62.4,56,1298,4.98,4.95,3.1
0.52,"Very Good","F","SI1",61.9,58,1298,5.1,5.15,3.17
0.73,"Very Good","G","I1",62.5,58,1298,5.74,5.82,3.61
0.43,"Ideal","H","VVS1",61.5,56,1298,4.86,4.89,3
0.41,"Good","E","VVS1",64.1,55,1298,4.71,4.68,3.01
0.42,"Ideal","I","VVS2",61.2,57,1299,4.83,4.87,2.97
0.57,"Ideal","F","SI1",61.6,56,1299,5.33,5.36,3.29
0.5,"Good","E","VS2",64.1,58,1299,5.01,5.03,3.22
0.42,"Ideal","H","VS1",61,57,1299,4.85,4.89,2.97
0.52,"Ideal","E","SI2",61.9,56,1299,5.17,5.19,3.2
0.46,"Ideal","H","SI1",61.2,56,1299,4.97,5,3.05
0.39,"Premium","E","VVS1",60.7,58,1300,4.69,4.73,2.86
0.39,"Premium","G","IF",59,60,1300,4.75,4.78,2.81
0.39,"Ideal","E","VVS2",61.6,56,1300,4.69,4.73,2.9
0.39,"Ideal","E","VVS2",60.5,57,1300,4.72,4.74,2.86
0.59,"Ideal","I","VS2",62,54,1300,5.4,5.43,3.36
0.32,"Ideal","E","IF",61.2,57,1300,4.4,4.43,2.7
0.38,"Ideal","E","IF",61.4,55,1300,4.68,4.7,2.88
0.51,"Very Good","I","VS1",62.5,59,1301,5.1,5.14,3.2
0.51,"Ideal","I","VS1",61.8,56,1301,5.1,5.13,3.16
0.59,"Very Good","F","SI2",63.4,57,1301,5.32,5.28,3.36
0.5,"Very Good","H","VS2",62.3,58,1302,5.05,5.12,3.17
0.46,"Premium","E","VS2",62.2,58,1302,4.99,4.95,3.09
0.61,"Premium","F","SI2",60.9,58,1303,5.44,5.52,3.34
0.61,"Good","I","VS2",63.4,55,1303,5.42,5.46,3.45
0.61,"Ideal","F","SI2",62.3,57,1303,5.38,5.44,3.37
0.53,"Ideal","E","SI1",61.2,54,1303,5.21,5.25,3.2
0.52,"Premium","E","SI1",59,59,1303,5.3,5.21,3.1
0.35,"Ideal","D","VVS1",61,55,1303,4.62,4.59,2.81
0.51,"Very Good","E","SI1",62.9,57,1304,5.06,5.11,3.2
0.51,"Very Good","E","SI1",61.2,61,1304,5.13,5.16,3.15
0.51,"Good","E","SI1",63.3,59,1304,5.05,5.09,3.21
0.56,"Premium","G","SI1",62.4,58,1304,5.23,5.29,3.28
0.51,"Fair","D","SI1",65.2,55,1304,5.05,5.01,3.28
0.54,"Ideal","I","VS1",61.2,58,1304,5.24,5.29,3.22
0.57,"Ideal","H","SI1",61.6,60,1304,5.33,5.35,3.29
0.5,"Ideal","F","SI1",62,55,1304,5.08,5.12,3.16
0.41,"Ideal","F","IF",61.7,56,1304,4.79,4.83,2.97
0.43,"Ideal","H","IF",62.2,55,1304,4.87,4.84,3.02
0.43,"Ideal","E","VVS2",62,57,1304,4.87,4.84,3.01
0.43,"Premium","E","VVS2",60.8,57,1304,4.92,4.89,2.98
0.51,"Very Good","E","SI1",63.1,56,1305,5.07,5.1,3.21
0.59,"Ideal","E","SI2",62.5,57,1305,5.32,5.37,3.34
0.71,"Premium","J","SI2",61.8,54,1305,5.74,5.7,3.53
0.6,"Fair","G","SI1",64.5,56,1305,5.27,5.24,3.39
0.5,"Ideal","F","SI2",62,55,1305,5.12,5.09,3.16
